ahv_id,timestamp_utc,building_identification_number,status,residence_within_200_feet,enclosed_building_work,full_or_partial_demolition,crane_use,requested_for_date_ranges,apply_reason,work_description,the_geom,house_number,street_name,zip_code
893886,2019-07-02T00:00:35.309172,1024895.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,PLUMBING AND ELECTRICAL WORK; RELATED WORK AS PER APPROVED PLANS.,POINT (-73.98078176131995 40.76560954957514),212,W  57 ST,10106.0
893886,2019-07-02T00:00:35.309172,1024895.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,PLUMBING AND ELECTRICAL WORK; RELATED WORK AS PER APPROVED PLANS.,POINT (-73.98057789854094 40.76517119218595),890,7 AVE,10106.0
893887,2019-07-02T00:00:36.228977,3051641.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT SCAFFOLD AND SIDEWALK SHED,POINT (-73.94727096908338 40.684709399242344),832,MARCY AVE,11216.0
893888,2019-07-02T00:00:36.952268,2130350.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"INSTALL THE ROOF PROTECTION, PUT THE REBARS, CLEAN UP FROM CONSTRUCTION, CONCRETE.",,,,
893889,2019-07-02T00:00:38.744073,3051641.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT SCAFFOLD AND SIDEWALK SHED,POINT (-73.94727096908338 40.684709399242344),832,MARCY AVE,11216.0
893890,2019-07-02T00:00:40.521458,1036223.0,AHV SUCCESSFULLY ISSUED,False,False,True,False,"{""06/29/2019"": [""7:00 AM"", ""5:00 PM""], ""07/06/2019"": [""7:00 AM"", ""5:00 PM""]}",DEBRIS REMOVAL,"REMOVAL AND INSTALLATION OF INTERIOR NON BEARING PARTITIONS AND RELATED FINISHES, MODIFICATION TO EXISTING HVAC , DELIVERY OF MATERIALS & GARBAGE REMOVAL.",POINT (-73.9744481413477 40.75603969910277),299,PARK AVE,10017.0
893891,2019-07-02T00:00:41.264794,1030943.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""], ""07/06/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,"MSNRY,STEEL WRK,DRYWALL&CARPENTRY,WOOD FLRING,TILE,,CONCRETE BREAKING @LOBBY ENTRANCE FOR HOIST SLAB REMOVAL,,HST OPERAT,HSKPING&SITE CLEAN BM TRCK MATRIAL DLVRY EXT FACADE CLNING &RESTOR WRK,ROOFING&WATERPROOFING",POINT (-73.9867116351916 40.77973016661023),346,W  71 ST,10023.0
893892,2019-07-02T00:00:47.352383,1030943.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""], ""07/06/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,"MSNRY,STEEL WRK,DRYWALL&CARPENTRY,WOOD FLRING,TILE,,CONCRETE BREAKING @LOBBY ENTRANCE FOR HOIST SLAB REMOVAL,,HST OPERAT,HSKPING&SITE CLEAN BM TRCK MATRIAL DLVRY EXT FACADE CLNING &RESTOR WRK,ROOFING&WATERPROOFING",POINT (-73.9867116351916 40.77973016661023),346,W  71 ST,10023.0
893893,2019-07-02T00:00:48.248788,3425091.0,AHV SUCCESSFULLY ISSUED,True,False,False,True,"{""07/01/2019"": [""6:00 PM"", ""9:00 PM""], ""07/02/2019"": [""6:00 PM"", ""9:00 PM""], ""07/03/2019"": [""6:00 PM"", ""9:00 PM""], ""07/04/2019"": [""6:00 PM"", ""9:00 PM""], ""07/05/2019"": [""6:00 PM"", ""9:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""], ""07/08/2019"": [""6:00 PM"", ""9:00 PM""], ""07/09/2019"": [""6:00 PM"", ""9:00 PM""], ""07/10/2019"": [""6:00 PM"", ""9:00 PM""], ""07/11/2019"": [""6:00 PM"", ""9:00 PM""], ""07/12/2019"": [""6:00 PM"", ""9:00 PM""], ""07/13/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"USE OF CRANES(CN 1045/18,CN1074/18),CNCRETE OPS,MEP INST,DELIVERIES, HOUSEKEEPING,GENERAL SAFETY,SURVEYING,INST/MAINTAIN FN&SHED B00105174, CARTING,EXCAVTION,REMVAL OF SOE,WTERPROOFING,CNCRETE PUMP SET UP,REFUELING,USE OF BUCKLE BOOM TRUCK.",,,,
893894,2019-07-02T00:00:49.235836,2130350.0,AHV DENIED,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"INSTALL THE ROOF PROTECTION, PUT THE REBARS, CLEAN UP FROM CONSTRUCTION, CONCRETE.",,,,
893895,2019-07-02T00:00:49.984351,1034185.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""]}",HAZARDOUS CONDITIONS,"GENERAL CONSTRUCTION WITH MINIMAL NOISE IMPACT.RENOVATIONS AS PER DRAWINGS.CERTIFY NOISE MITIGATION PLAN PER TITLE 24, SECTION 223 OF GENERAL CITY LAW. COMPLY WITH 1RCNY,TITLE 15, CH. 30. UPDATED TPP1,SCAN CODE ESHS6255878 ON VIRTUAL FOLDER. note: subject to PVacate",POINT (-73.97530819942098 40.79515307934424),336,W  95 ST,10025.0
893896,2019-07-02T00:00:50.730416,3051641.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT SCAFFOLD AND SIDEWALK SHED,POINT (-73.94727096908338 40.684709399242344),832,MARCY AVE,11216.0
893897,2019-07-02T00:00:53.500217,2093913.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""10:00 AM"", ""6:00 PM""]}",OTHER,"ROOFING WORK AT 530 E146TH, DAY CARE CENTER LOWER ROOF SOUTH ELEVATION.",POINT (-73.91506006802437 40.81251280288616),530,E  146 ST,10455.0
893897,2019-07-02T00:00:53.500217,2093913.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""10:00 AM"", ""6:00 PM""]}",OTHER,"ROOFING WORK AT 530 E146TH, DAY CARE CENTER LOWER ROOF SOUTH ELEVATION.",POINT (-73.9151967605514 40.81254730753039),528,E  146 ST,10455.0
893898,2019-07-02T00:00:54.264866,1024836.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/29/2019"": [""7:00 AM"", ""6:00 PM""]}",PUBLIC SAFETY,"MATERIAL DELIVERIES, CARPENTRY, HVAC, MINOR DEMO, GENERAL CLEANUP WORK AND GENERAL FINISHES.  NO CORING OR PACKER BEFORE 9 AM",POINT (-73.98239977407114 40.763341822849654),1700,BROADWAY,10019.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98605640987657 40.743242473703404),51,MADISON AVE,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98494769341822 40.74247859139395),372,PARK AVE S,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98564211853902 40.7430676183536),44,E  27 ST,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98574828158029 40.74252410509668),51,E  26 ST,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98505693656632 40.74232930317726),370,PARK AVE S,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98600094060437 40.74263105186054),31,E  26 ST,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98628807587288 40.74292590601587),45,MADISON AVE,10010.0
893899,2019-07-02T00:00:55.234813,1016880.0,AHV SUCCESSFULLY ISSUED,True,True,True,False,"{""06/29/2019"": [""12:00 AM"", ""11:59 PM""], ""07/01/2019"": [""12:00 AM"", ""11:59 PM""], ""07/02/2019"": [""12:00 AM"", ""11:59 PM""], ""07/03/2019"": [""12:00 AM"", ""11:59 PM""], ""07/04/2019"": [""12:00 AM"", ""11:59 PM""], ""07/05/2019"": [""12:00 AM"", ""11:59 PM""], ""07/06/2019"": [""12:00 AM"", ""11:59 PM""], ""07/08/2019"": [""12:00 AM"", ""11:59 PM""], ""07/09/2019"": [""12:00 AM"", ""11:59 PM""], ""07/10/2019"": [""12:00 AM"", ""11:59 PM""], ""07/11/2019"": [""12:00 AM"", ""11:59 PM""], ""07/12/2019"": [""12:00 AM"", ""11:59 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"REMOVAL/INSTALLATION OF INTERIOR PARTITIONS, DOORS, CEILINGS & RELATED FINISHES, HVAC  & FIXTURES, STRUCTURAL MODIFICATIONS",POINT (-73.98509476835339 40.7422776031007),378,PARK AVE S,10010.0
893900,2019-07-02T00:00:55.962785,3418382.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"CONCRETE, MASONRY, FRAMING,INTERIOR WORK, ELECTRICAL, PLUMBING",,,,
893901,2019-07-02T00:00:56.708796,3051641.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT SCAFFOLD AND SIDEWALK SHED,POINT (-73.94727096908338 40.684709399242344),832,MARCY AVE,11216.0
893902,2019-07-02T00:00:57.446076,1030944.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""], ""07/06/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,"MSNRY,STEEL WRK,DRYWALL&CRPTRY,WOOD FLRING,TILE,CONCRETE BREAKING @LOBBY ENTRANCE FOR HOIST SLAB REMOVAL,DUCTWORK, PLBING,HST OPERAT,HSKPING &SITE CLEAN BM TRCK MATRIAL DLVRY EXT FACADE CLNING &RESTOR WRK,RFING&WTRPROOFING",POINT (-73.98687040487438 40.77979707400282),350,W  71 ST,10023.0
893903,2019-07-02T00:00:58.194576,1030944.0,AHV SUCCESSFULLY ISSUED,True,False,False,False,"{""06/29/2019"": [""8:00 AM"", ""8:00 PM""], ""07/06/2019"": [""8:00 AM"", ""8:00 PM""]}",PUBLIC SAFETY,"MSNRY,STEEL WRK,DRYWALL&CRPTRY,WOOD FLRING,TILE,CONCRETE BREAKING @LOBBY ENTRANCE FOR HOIST SLAB REMOVAL,DUCTWORK, PLBING,HST OPERAT,HSKPING &SITE CLEAN BM TRCK MATRIAL DLVRY EXT FACADE CLNING &RESTOR WRK,RFING&WTRPROOFING",POINT (-73.98687040487438 40.77979707400282),350,W  71 ST,10023.0
893904,2019-07-02T00:00:59.132603,1043853.0,PAYMENT PROCESSING UNDERWAY,True,False,False,True,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",CONSTRUCTION ACTIVITIES WITH MINIMAL NOISE IMPACT,"HVAC ROUGHING, ELECTRICAL ROUGHING, PLUMBING ROUGHING, FRAMING, DRYWALL, TAPING, WATERPROOFING EXTERIOR, TILE WORK, CONCRETE PATCH WORK, FORM WORK, FORM WORK STRIPPING MASONRY, CRANE OPERATIONS & RIGGING - CD NUMBER 4589/CN NUMBER 121516",POINT (-73.96477256036235 40.763732954161306),1059,3 AVE,10065.0
893905,2019-07-02T00:00:59.846200,3418382.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",PUBLIC SAFETY,"CONCRETE, MASONRY, FRAMING,INTERIOR WORK, ELECTRICAL, PLUMBING",,,,
893906,2019-07-02T00:01:00.608894,3051641.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT SCAFFOLD AND SIDEWALK SHED,POINT (-73.94727096908338 40.684709399242344),832,MARCY AVE,11216.0
893907,2019-07-02T00:01:01.332973,3051641.0,PAYMENT PROCESSING UNDERWAY,True,False,True,False,"{""06/25/2019"": [""6:00 PM"", ""12:00 AM""], ""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""]}",CITY CONSTRUCTION PROJECT,INSTALLATION OF TEMPORARY CONSTRUCTION EQUIPMENT SCAFFOLD AND SIDEWALK SHED,POINT (-73.94727096908338 40.684709399242344),832,MARCY AVE,11216.0
893908,2019-07-02T00:01:02.059394,3421764.0,AHV SUCCESSFULLY ISSUED,True,True,True,True,"{""06/29/2019"": [""8:00 AM"", ""4:00 PM""], ""07/06/2019"": [""8:00 AM"", ""4:00 PM""]}",PUBLIC SAFETY,"CONCRETE, MASONRY, CARPENTRY, HVAC, ROOFING, PAINTING, AND ELEVATOR",,,,
893909,2019-07-02T00:01:02.865221,1022667.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""2:00 AM""], ""07/02/2019"": [""6:00 PM"", ""2:00 AM""], ""07/03/2019"": [""6:00 PM"", ""2:00 AM""], ""07/04/2019"": [""6:00 PM"", ""2:00 AM""], ""07/05/2019"": [""6:00 PM"", ""2:00 AM""], ""07/06/2019"": [""7:00 AM"", ""7:00 PM""], ""07/07/2019"": [""7:00 AM"", ""7:00 PM""], ""07/08/2019"": [""6:00 PM"", ""2:00 AM""], ""07/09/2019"": [""6:00 PM"", ""2:00 AM""], ""07/10/2019"": [""6:00 PM"", ""2:00 AM""], ""07/11/2019"": [""6:00 PM"", ""2:00 AM""], ""07/12/2019"": [""6:00 PM"", ""2:00 AM""], ""07/13/2019"": [""7:00 AM"", ""7:00 PM""], ""07/14/2019"": [""7:00 AM"", ""7:00 PM""]}",PUBLIC SAFETY,ROUGH CARPENTRY FRAMING. ELECTRICAL ROUGHING (M00178411).MECHANICAL ROUGHING AND SHEETROCK.,POINT (-73.98292720963492 40.75835061330119),114,W  47 ST,10036.0
893909,2019-07-02T00:01:02.865221,1022667.0,AHV SUCCESSFULLY ISSUED,True,True,False,False,"{""07/01/2019"": [""6:00 PM"", ""2:00 AM""], ""07/02/2019"": [""6:00 PM"", ""2:00 AM""], ""07/03/2019"": [""6:00 PM"", ""2:00 AM""], ""07/04/2019"": [""6:00 PM"", ""2:00 AM""], ""07/05/2019"": [""6:00 PM"", ""2:00 AM""], ""07/06/2019"": [""7:00 AM"", ""7:00 PM""], ""07/07/2019"": [""7:00 AM"", ""7:00 PM""], ""07/08/2019"": [""6:00 PM"", ""2:00 AM""], ""07/09/2019"": [""6:00 PM"", ""2:00 AM""], ""07/10/2019"": [""6:00 PM"", ""2:00 AM""], ""07/11/2019"": [""6:00 PM"", ""2:00 AM""], ""07/12/2019"": [""6:00 PM"", ""2:00 AM""], ""07/13/2019"": [""7:00 AM"", ""7:00 PM""], ""07/14/2019"": [""7:00 AM"", ""7:00 PM""]}",PUBLIC SAFETY,ROUGH CARPENTRY FRAMING. ELECTRICAL ROUGHING (M00178411).MECHANICAL ROUGHING AND SHEETROCK.,POINT (-73.98324697695946 40.75792702642455),117,W  46 ST,10036.0
893910,2019-07-02T00:01:03.650987,1000849.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""], ""07/03/2019"": [""6:00 PM"", ""12:00 AM""], ""07/04/2019"": [""6:00 PM"", ""12:00 AM""], ""07/05/2019"": [""6:00 PM"", ""12:00 AM""], ""07/08/2019"": [""6:00 PM"", ""12:00 AM""], ""07/09/2019"": [""6:00 PM"", ""12:00 AM""], ""07/10/2019"": [""6:00 PM"", ""12:00 AM""], ""07/11/2019"": [""6:00 PM"", ""12:00 AM""], ""07/12/2019"": [""6:00 PM"", ""12:00 AM""]}",PUBLIC SAFETY,GENERAL FACADE REPAIR AND RENOVATIONS TO INCLUDE REMOVAL OF GARBAGE AND DEBRIS,POINT (-74.01142595733843 40.70463238310972),75,BROAD ST,10004.0
893910,2019-07-02T00:01:03.650987,1000849.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""], ""07/03/2019"": [""6:00 PM"", ""12:00 AM""], ""07/04/2019"": [""6:00 PM"", ""12:00 AM""], ""07/05/2019"": [""6:00 PM"", ""12:00 AM""], ""07/08/2019"": [""6:00 PM"", ""12:00 AM""], ""07/09/2019"": [""6:00 PM"", ""12:00 AM""], ""07/10/2019"": [""6:00 PM"", ""12:00 AM""], ""07/11/2019"": [""6:00 PM"", ""12:00 AM""], ""07/12/2019"": [""6:00 PM"", ""12:00 AM""]}",PUBLIC SAFETY,GENERAL FACADE REPAIR AND RENOVATIONS TO INCLUDE REMOVAL OF GARBAGE AND DEBRIS,POINT (-74.01129473550162 40.704377309847146),28,S  WILLIAM ST,10004.0
893910,2019-07-02T00:01:03.650987,1000849.0,PAYMENT PROCESSING UNDERWAY,True,False,False,False,"{""07/01/2019"": [""6:00 PM"", ""12:00 AM""], ""07/02/2019"": [""6:00 PM"", ""12:00 AM""], ""07/03/2019"": [""6:00 PM"", ""12:00 AM""], ""07/04/2019"": [""6:00 PM"", ""12:00 AM""], ""07/05/2019"": [""6:00 PM"", ""12:00 AM""], ""07/08/2019"": [""6:00 PM"", ""12:00 AM""], ""07/09/2019"": [""6:00 PM"", ""12:00 AM""], ""07/10/2019"": [""6:00 PM"", ""12:00 AM""], ""07/11/2019"": [""6:00 PM"", ""12:00 AM""], ""07/12/2019"": [""6:00 PM"", ""12:00 AM""]}",PUBLIC SAFETY,GENERAL FACADE REPAIR AND RENOVATIONS TO INCLUDE REMOVAL OF GARBAGE AND DEBRIS,POINT (-74.01142297015083 40.704879353591636),67,BROAD ST,10004.0
893911,2019-07-02T00:01:05.425533,1004304.0,AHV DENIED,False,True,False,False,"{""06/29/2019"": [""9:00 AM"", ""5:00 PM""], ""07/06/2019"": [""9:00 AM"", ""5:00 PM""]}",EMERGENCY WORK,"INTERIOR RENOVATION OF APT#A ON 1ST FLOOR, APT#1 & 4 ON 2NF FLOOR, APT#14 ON 4TH FLOOR AND HALLWAYS ON 1ST TO 5TH FLOORS. PARTITION AND PLUMBING WORK",POINT (-73.9864114030721 40.719402775053446),137,RIVINGTON ST,10002.0
